time,FluxChecker-I,FluxChecker-V
0,0,0
1e-09,0.77748525996214,0.39457393351911
3e-09,2.3324534548119,1.1837218080306
7e-09,5.4423804900562,2.7620175063173
1.5e-08,11.662196456154,5.9186089967431
3.1e-08,24.101679373939,12.231791682377
6.3e-08,48.980044055207,24.858157991543
1.27e-07,98.734375251227,50.110891750147
2.55e-07,198.23342692054,100.61635516638
5.11e-07,397.19311220362,201.62730298281
1.023e-06,794.95886852586,403.64915467388
2.047e-06,1589.8761241829,807.69282996533
4.095e-06,3177.2533349712,1615.7797315586
8.191e-06,6342.1443200766,3231.9463726175
1.6383e-05,12631.698608862,6464.1658135399
3.2767e-05,25036.1303634,12926.808801298
6.5535e-05,48931.111322975,25824.321479294
0.000131071,90402.779836043,51220.153353205
0.000262143,135535.14133814,97698.224654428
0.000524287,141844.88775664,166975.18274648
0.001048575,119805.09761669,249827.79041567
0.002097151,97711.708301327,344220.95453461
0.004194303,76604.921592187,461210.50984929
0.008388607,52685.081883023,628679.9621708
0.016777215,29661.028645584,898937.48928543
0.026777215,17666.148526153,1192862.6162201
0.036777215,11765.47986699,1474420.6623578
0.046777215,8419.8731375167,1749662.0208079
0.056777215,6332.3563680475,2021453.6167491
0.066777215,4938.9782104996,2291272.8317691
0.076777215,3961.2558477876,2559933.2235075
0.086777215,3248.1993784618,2827905.924449
0.096777215,2711.9186878864,3095474.2345865
0.106777215,2298.3211050627,3362813.3115537
0.116777215,1972.5850745334,3630033.6040402
0.126777215,1711.4490671489,3897205.6263943
0.136777215,1498.8833752208,4164374.6255
0.146777215,1323.5453524307,4431569.5286073
0.156777215,1177.2233342069,4698808.5579729
0.166777215,1053.8525979173,4966102.8283976
0.176777215,948.87465153524,5233458.6992112
0.186777215,858.80927182251,5500879.3346512
0.196777215,780.9621173434,5768365.7536869
0.206777215,713.22090705335,6035917.5439852
0.216777215,653.91075212775,6303533.3511724
0.226777215,601.68978590205,6571211.2170067
0.236777215,555.47274816218,6838948.8122126
0.246777215,514.37427656532,7106743.599551
0.256777215,477.66630206668,7374592.9452271
0.266777215,444.74567491832,7642494.1962776
0.276777215,415.1093066431,7910444.7322071
0.286777215,388.33489716083,8178442.0005942
0.296777215,364.06585754445,8446483.5387574
0.306777215,341.99941595346,8714566.9877662
0.316777215,321.87716120034,8982690.0996128
0.326777215,303.47746914862,9250850.7404093
0.336777215,286.60939563654,9519046.8903719
0.346777215,271.1077198232,9787276.6418741
0.356777215,256.82889718641,10055538.195881
0.366777215,243.64773596699,10323829.857799
0.376777215,231.45465316532,10592150.032624
0.386777215,220.15339736149,10860497.219807
0.396777215,209.65914979115,11128870.00804
0.406777215,199.8969334848,11397267.070212
0.416777215,190.80027477379,11665687.158251
0.426777215,182.31007234471,11934129.098321
0.436777215,174.37363790623,12202591.786138
0.446777215,166.94387934933,12471074.182542
0.456777215,159.97860271268,12739575.309306
0.466777215,153.43991361891,13008094.245278
0.476777215,147.29370230185,13276630.122545
0.486777215,141.50919916117,13545182.123099
0.496777215,136.05859001535,13813749.475537
0.506777215,130.91668205516,14082331.45204
0.516777215,126.06061302313,14350927.365599
0.526777215,121.46959733067,14619536.567364
0.536777215,117.12470385084,14888158.444219
0.546777215,113.00866096425,15156792.416479
0.556777215,109.10568507883,15425437.935804
0.566777215,105.40132947069,15694094.483231
0.576777215,101.88235074119,15962761.567339
0.586777215,98.536590562221,16231438.72253
0.596777215,95.352870767164,16500125.50747
0.606777215,92.320900077361,16768821.503589
0.616777215,89.431191019937,17037526.3137
0.626777215,86.674985783128,17306239.560745
0.636777215,84.044189924396,17574960.886579
0.646777215,81.531313002236,17843689.950864
0.656777215,79.129415309194,18112426.430006
0.666777215,76.83206000492,18381170.016229
0.676777215,74.633270033567,18649920.416631
0.686777215,72.527489284052,18918677.352333
0.696777215,70.509547522374,19187440.55772
0.706777215,68.574628687613,19456209.779682
0.716777215,66.718242181145,19724984.77691
0.726777215,64.936196836074,19993765.319261
0.736777215,63.22457728322,20262551.187162
0.746777215,61.579722463445,20531342.171001
0.756777215,59.99820606671,20800138.070625
0.766777215,58.476818705772,21068938.694826
0.776777215,57.012551647438,21337743.860874
0.786777215,55.60258194994,21606553.394088
0.796777215,54.244258867668,21875367.127381
0.806777215,52.93509140383,22144184.900909
0.816777215,51.672736898021,22413006.561684
0.826777215,50.454990555743,22681831.963239
0.836777215,49.279775827791,22950660.965282
0.846777215,48.145135564731,23219493.433415
0.856777215,47.049223875036,23488329.238833
0.865,46.175864811785,23709389.328546

